id,OCCUPATION_42,Sex,Insee_code,is_student,ACTIVITY_TYPE,household,credential,age_2018,target
82648,"csp_7_5","Female","81218",FALSE,"AT.2.1","ft4.4","dip1-2",69,"J"
82650,"csp_7_7","Female","81218",FALSE,"AT.2.1","ft2.0","dip2",82,"J"
82652,"csp_4_3","Female","81219",FALSE,"AT.1.1","ft4.1","dip1-7",36,"J"
82654,"csp_7_8","Male","81220",FALSE,"AT.2.1","ft4.4","dip1-2",74,"P"
82655,"csp_6_3","Male","81220",FALSE,"AT.1.1","ft4.1","dip1-3",27,"J"
82657,"csp_6_3","Female","81220",FALSE,"AT.1.2","ft4.2","dip1-3",31,"J"
82658,"csp_8_5","Male","81220",TRUE,"AT.2.2","ft4.1","dip3",16,"J"
82661,"csp_8_6","Female","81222",FALSE,"AT.2.5","ft4.4","dip1-1",92,"J"
82662,"csp_8_4","Male","81222",TRUE,"AT.2.2","ft4.1","dip1-2",16,"J"
82663,"csp_8_4","Male","81222",TRUE,"AT.2.2","ft4.1","dip1-2",19,"J"
82668,"csp_8_5","Male","81227",FALSE,"AT.2.5","ft2.0","dip2",21,"J"
82670,"csp_7_2","Female","81227",FALSE,"AT.2.1","ft1.2","dip1-2",68,"P"
82673,"csp_7_7","Female","81229",FALSE,"AT.2.1","ft4.2","dip1-1",89,"J"
82674,"csp_7_7","Female","81231",FALSE,"AT.2.1","ft4.4","dip1-1",69,"P"
82675,"csp_3_4","Female","81232",FALSE,"AT.1.1","ft4.1","dip1-8",47,"J"
82677,"csp_7_7","Female","81239",FALSE,"AT.2.1","ft1.2","dip1",67,"P"
82678,"csp_8_4","Female","81240",TRUE,"AT.2.2","ft4.2","dip1-2",17,"J"
82679,"csp_2_1","Female","81243",FALSE,"AT.1.1","ft4.3","dip1-3",54,"P"
82680,"csp_5_5","Female","81244",FALSE,"AT.1.1","ft3.2","dip1-5",25,"P"
82684,"csp_7_8","Female","81244",FALSE,"AT.2.1","ft4.4","dip1-7",81,"J"
82685,"csp_8_4","Male","81248",TRUE,"AT.2.2","ft4.3","dip3",15,"J"
82688,"csp_5_4","Female","81249",FALSE,"AT.1.2","ft4.2","dip1-7",60,"J"
82689,"csp_4_6","Male","81250",FALSE,"AT.1.1","ft4.2","dip3",36,"J"
82693,"csp_6_7","Male","81257",FALSE,"AT.1.1","ft4.1","dip3",47,"J"
82694,"csp_7_7","Female","81257",FALSE,"AT.2.1","ft4.4","dip1-4",64,"J"
82697,"csp_8_4","Female","81257",TRUE,"AT.2.2","ft3.2","dip1-2",15,"J"
82698,"csp_7_5","Female","81257",FALSE,"AT.2.1","ft4.4","dip1-6",84,"P"
82700,"csp_3_4","Male","81257",FALSE,"AT.1.1","ft1.1","dip1-8",61,"J"
82701,"csp_7_2","Male","81258",FALSE,"AT.2.1","ft1.1","dip1-3",69,"J"
82703,"csp_7_7","Female","81262",FALSE,"AT.2.1","ft1.2","dip1-1",90,"P"
82705,"csp_8_6","Female","81271",FALSE,"AT.2.4","ft1.2","dip2",93,"J"
82706,"csp_7_4","Male","81271",FALSE,"AT.2.1","ft4.3","dip1-3",69,"J"
82712,"csp_5_4","Female","81271",FALSE,"AT.1.2","ft4.2","dip1-4",24,"J"
82716,"csp_7_4","Female","81273",FALSE,"AT.2.1","ft1.2","dip1-7",68,"J"
82718,"csp_7_8","Male","81273",FALSE,"AT.2.1","ft1.1","dip1",70,"J"
82719,"csp_7_7","Female","81273",FALSE,"AT.2.1","ft1.2","dip1-3",95,"J"
82722,"csp_4_3","Female","81274",FALSE,"AT.1.1","ft4.1","dip1-6",41,"J"
82723,"csp_3_4","Male","81274",FALSE,"AT.1.1","ft4.1","dip1-8",45,"J"
82726,"csp_8_4","Male","81278",TRUE,"AT.2.2","ft4.1","dip3",19,"J"
82727,"csp_8_5","Female","81280",TRUE,"AT.2.2","ft4.1","dip3",15,"J"
82728,"csp_5_5","Female","81281",FALSE,"AT.1.1","ft4.1","dip1-2",56,"J"
82731,"csp_5_5","Female","81281",FALSE,"AT.1.1","ft4.1","dip3",27,"J"
82732,"csp_3_4","Female","81281",FALSE,"AT.1.1","ft4.1","dip1-7",47,"J"
82733,"csp_4_3","Female","81283",FALSE,"AT.1.1","ft4.1","dip1-8",26,"J"
82740,"csp_1_1","Male","81287",FALSE,"AT.1.1","ft4.4","dip1-2",54,"J"
82741,"csp_7_5","Male","81288",FALSE,"AT.2.1","ft4.3","dip1-3",66,"J"
82742,"csp_7_7","Male","81288",FALSE,"AT.2.1","ft4.4","dip2",68,"J"
82745,"csp_8_4","Female","81288",TRUE,"AT.2.2","ft4.1","dip1-2",18,"J"
82746,"csp_8_5","Male","81288",FALSE,"AT.2.5","ft4.4","dip3",30,"J"
82747,"csp_5_4","Female","81288",FALSE,"AT.1.1","ft4.1","dip1-5",31,"P"
82752,"csp_4_7","Female","81289",FALSE,"AT.1.1","ft4.1","dip1-6",32,"J"
82753,"csp_1_1","Male","81291",FALSE,"AT.1.1","ft3.2","dip1-5",47,"J"
82754,"csp_3_7","Female","81292",FALSE,"AT.1.1","ft4.1","dip1-7",39,"J"
82755,"csp_7_5","Female","81293",FALSE,"AT.2.1","ft4.2","dip1-6",64,"P"
82756,"csp_7_5","Female","81295",FALSE,"AT.2.1","ft1.2","dip1-5",64,"J"
82757,"csp_4_6","Male","81297",FALSE,"AT.1.1","ft3.1","dip1-6",52,"P"
82758,"csp_5_2","Female","81297",FALSE,"AT.1.1","ft4.1","dip1-2",60,"J"
82760,"csp_7_1","Male","81303",FALSE,"AT.2.1","ft4.4","dip1-1",78,"P"
82761,"csp_3_1","Male","81305",FALSE,"AT.1.1","ft4.2","dip1-9",72,"P"
82765,"csp_7_5","Male","81306",FALSE,"AT.2.1","ft4.4","dip1-7",69,"P"
82767,"csp_8_4","Male","81308",TRUE,"AT.2.2","ft4.1","dip3",17,"J"
82768,"csp_6_2","Male","81312",FALSE,"AT.1.1","ft4.1","dip1-5",44,"J"
82769,"csp_5_3","Male","81313",FALSE,"AT.1.1","ft1.1","dip3",50,"J"
82772,"csp_7_8","Male","81317",FALSE,"AT.2.1","ft1.1","dip1-3",88,"P"
82775,"csp_7_1","Female","81317",FALSE,"AT.2.1","ft4.4","dip2",70,"J"
82779,"csp_5_2","Female","81325",FALSE,"AT.1.1","ft4.1","dip1-4",35,"J"
82780,"csp_8_4","Male","81325",TRUE,"AT.2.2","ft3.2","dip1-5",21,"J"
82781,"csp_8_4","Male","81325",TRUE,"AT.2.2","ft4.1","dip3",17,"J"
82782,"csp_6_3","Male","81325",FALSE,"AT.1.2","ft4.4","dip1-4",48,"J"
82783,"csp_4_3","Female","81325",FALSE,"AT.1.1","ft4.1","dip1-6",46,"J"
82785,"csp_7_7","Female","82001",FALSE,"AT.2.1","ft4.4","dip1-1",72,"P"
82786,"csp_7_2","Female","82001",FALSE,"AT.2.1","ft1.2","dip3",97,"J"
82787,"csp_8_4","Male","82001",TRUE,"AT.2.2","ft4.2","dip1-3",23,"J"
82788,"csp_4_3","Female","82002",FALSE,"AT.1.1","ft4.1","dip1-3",50,"J"
82789,"csp_7_8","Male","82002",FALSE,"AT.2.1","ft1.1","dip1-1",72,"J"
82790,"csp_5_2","Female","82002",FALSE,"AT.1.1","ft4.1","dip1-3",40,"J"
82791,"csp_6_2","Female","82002",FALSE,"AT.1.1","ft3.2","dip1-6",37,"J"
82794,"csp_4_6","Female","82003",FALSE,"AT.1.1","ft4.1","dip1-4",60,"P"
82795,"csp_7_7","Male","82005",FALSE,"AT.2.1","ft4.4","dip1-3",68,"J"
82796,"csp_7_7","Female","82005",FALSE,"AT.2.1","ft1.2","dip1-1",92,"J"
82798,"csp_7_5","Female","82011",FALSE,"AT.2.1","ft4.4","dip1-7",77,"J"
82799,"csp_5_2","Female","82012",FALSE,"AT.1.1","ft4.1","dip1-3",52,"J"
82801,"csp_3_4","Female","82013",FALSE,"AT.1.2","ft1.2","dip1-8",57,"J"
82804,"csp_7_7","Female","82013",FALSE,"AT.2.1","ft4.4","dip3",69,"P"
82807,"csp_7_7","Female","82013",FALSE,"AT.2.1","ft4.4","dip1-1",84,"J"
82810,"csp_3_3","Male","82017",FALSE,"AT.1.1","ft4.1","dip1-7",47,"J"
82811,"csp_4_8","Male","82018",FALSE,"AT.1.1","ft4.1","dip3",54,"J"
82814,"csp_4_7","Male","82018",FALSE,"AT.1.1","ft4.1","dip1-4",58,"J"
82815,"csp_6_2","Male","82019",FALSE,"AT.1.1","ft4.1","dip1-3",47,"J"
82816,"csp_8_6","Female","82020",FALSE,"AT.2.4","ft1.2","dip2",85,"J"
82818,"csp_7_8","Male","82025",FALSE,"AT.2.1","ft4.4","dip2",65,"J"
82819,"csp_1_3","Female","82025",FALSE,"AT.1.1","ft4.1","dip1-4",63,"J"
82820,"csp_7_4","Female","82025",FALSE,"AT.2.1","ft1.2","dip1-7",64,"P"
82821,"csp_4_6","Male","82025",FALSE,"AT.1.1","ft1.1","dip1-6",60,"J"
82825,"csp_6_3","Male","82027",FALSE,"AT.1.1","ft4.3","dip1-3",36,"J"
82827,"csp_8_6","Male","82028",FALSE,"AT.2.1","ft1.1","dip2",63,"J"
82828,"csp_7_1","Male","82031",FALSE,"AT.2.1","ft4.4","dip2",92,"J"
82831,"csp_7_4","Female","82033",FALSE,"AT.2.1","ft1.2","dip1-8",73,"P"
82834,"csp_7_8","Male","82033",FALSE,"AT.2.1","ft4.4","dip3",73,"P"
82836,"csp_8_4","Female","82033",TRUE,"AT.2.2","ft4.1","dip1-2",19,"J"
82838,"csp_5_2","Female","82033",FALSE,"AT.1.1","ft4.1","dip1-3",56,"P"
82839,"csp_5_2","Male","82033",FALSE,"AT.1.1","ft4.1","dip1-6",28,"J"
82842,"csp_2_2","Male","82033",FALSE,"AT.1.1","ft4.1","dip1-2",43,"P"
82849,"csp_7_4","Female","82033",FALSE,"AT.2.1","ft3.2","dip3",94,"P"
82851,"csp_7_7","Female","82033",FALSE,"AT.2.1","ft4.4","dip1-1",84,"P"
82855,"csp_8_5","Male","82037",FALSE,"AT.2.5","ft4.3","dip1-3",53,"J"
82857,"csp_2_2","Female","82037",FALSE,"AT.1.1","ft4.1","dip1-4",49,"J"
82859,"csp_7_7","Female","82037",FALSE,"AT.2.1","ft1.2","dip1-2",89,"J"
82863,"csp_7_7","Female","82038",FALSE,"AT.2.1","ft4.4","dip1-1",66,"P"
82864,"csp_5_4","Female","82038",FALSE,"AT.1.1","ft4.1","dip1-3",48,"J"
82866,"csp_6_9","Male","82038",FALSE,"AT.1.1","ft4.2","dip1-3",63,"P"
82869,"csp_1_3","Male","82042",FALSE,"AT.1.1","ft4.1","dip1-3",47,"J"
82875,"csp_7_8","Female","82044",FALSE,"AT.2.1","ft1.2","dip1-3",78,"J"
82880,"csp_7_8","Female","82048",FALSE,"AT.2.1","ft4.4","dip1-1",72,"P"
82881,"csp_5_4","Female","82048",FALSE,"AT.1.1","ft1.2","dip1-4",55,"J"
82883,"csp_2_1","Male","82051",FALSE,"AT.1.1","ft4.1","dip1-7",40,"J"
82885,"csp_7_7","Female","82057",FALSE,"AT.2.1","ft1.2","dip1-1",92,"J"
82886,"csp_7_5","Female","82057",FALSE,"AT.2.1","ft4.4","dip1-2",87,"J"
82888,"csp_7_7","Female","82058",FALSE,"AT.2.1","ft1.2","dip1-3",67,"P"
82889,"csp_7_7","Male","82062",FALSE,"AT.2.1","ft4.4","dip3",73,"J"
82893,"csp_2_3","Female","82065",FALSE,"AT.1.1","ft4.1","dip1-6",40,"J"
82895,"csp_7_5","Male","82070",FALSE,"AT.2.1","ft4.4","dip1-7",76,"J"
82896,"csp_6_5","Male","82072",FALSE,"AT.1.1","ft1.1","dip1-3",33,"J"
82897,"csp_7_7","Female","82072",FALSE,"AT.2.1","ft1.2","dip1-2",57,"J"
82900,"csp_8_5","Female","82073",FALSE,"AT.2.5","ft4.4","dip1-5",57,"J"
82902,"csp_5_5","Female","82074",FALSE,"AT.1.2","ft4.2","dip1-5",28,"J"
82904,"csp_3_1","Male","82075",FALSE,"AT.1.1","ft4.1","dip1-8",46,"J"
82905,"csp_7_5","Male","82075",FALSE,"AT.2.1","ft4.4","dip1-2",77,"J"
82909,"csp_5_4","Male","82075",FALSE,"AT.1.1","ft4.1","dip1-6",34,"J"
82910,"csp_7_7","Female","82075",FALSE,"AT.2.1","ft4.4","dip1-6",66,"P"
82911,"csp_5_6","Female","82075",FALSE,"AT.1.1","ft4.3","dip1-3",61,"P"
82912,"csp_5_6","Male","82075",FALSE,"AT.1.1","ft4.1","dip1-6",38,"J"
82915,"csp_7_8","Male","82076",FALSE,"AT.2.1","ft4.4","dip2",80,"J"
82918,"csp_8_5","Female","82079",FALSE,"AT.2.4","ft3.2","dip2",44,"J"
82919,"csp_7_8","Male","82079",FALSE,"AT.2.1","ft4.4","dip2",65,"J"
82920,"csp_4_2","Female","82079",FALSE,"AT.1.1","ft4.1","dip1-7",38,"J"
82921,"csp_6_5","Male","82079",FALSE,"AT.1.2","ft4.4","dip1-3",35,"J"
82922,"csp_7_8","Male","82079",FALSE,"AT.2.1","ft4.4","dip1-4",67,"J"
82924,"csp_6_8","Male","82085",TRUE,"AT.1.1","ft4.2","dip3",24,"J"
82925,"csp_8_4","Male","82085",TRUE,"AT.2.2","ft4.3","dip1-2",18,"J"
82928,"csp_5_6","Female","82087",FALSE,"AT.1.1","ft4.3","dip1-3",49,"P"
82931,"csp_7_7","Female","82087",FALSE,"AT.2.1","ft4.4","dip1-2",65,"P"
82933,"csp_5_3","Male","82087",FALSE,"AT.1.1","ft4.1","dip1-5",23,"J"
82938,"csp_8_5","Male","82094",FALSE,"AT.2.5","ft4.3","dip1-6",51,"J"
82939,"csp_7_7","Female","82094",FALSE,"AT.2.1","ft4.4","dip1-1",72,"P"
82941,"csp_7_8","Male","82096",FALSE,"AT.2.1","ft4.3","dip1-3",73,"J"
82943,"csp_6_7","Male","82096",FALSE,"AT.1.2","ft3.2","dip1-3",43,"J"
82944,"csp_5_2","Female","82097",FALSE,"AT.1.1","ft4.1","dip1-6",25,"J"
82950,"csp_7_4","Male","82098",FALSE,"AT.2.1","ft1.1","dip1-6",61,"J"
82952,"csp_7_7","Female","82099",FALSE,"AT.2.1","ft1.2","dip1-1",85,"P"
82956,"csp_6_7","Male","82101",FALSE,"AT.1.1","ft4.1","dip3",63,"J"
82958,"csp_6_7","Female","82101",FALSE,"AT.1.1","ft4.3","dip1-1",62,"P"
82961,"csp_7_8","Female","82104",FALSE,"AT.2.1","ft1.2","dip1-1",82,"J"
82962,"csp_1_1","Female","82105",FALSE,"AT.1.1","ft4.1","dip1-6",65,"J"
82964,"csp_8_5","Male","82105",FALSE,"AT.2.5","ft4.2","dip2",16,"J"
82965,"csp_4_6","Female","82108",FALSE,"AT.1.2","ft4.2","dip1-4",41,"J"
82968,"csp_7_5","Female","82108",FALSE,"AT.2.1","ft4.4","dip2",66,"J"
82969,"csp_4_7","Male","82108",FALSE,"AT.1.1","ft4.1","dip1-6",37,"J"
82971,"csp_4_6","Male","82110",FALSE,"AT.1.2","ft4.3","dip1-5",52,"J"
82972,"csp_7_8","Male","82112",FALSE,"AT.2.1","ft4.4","dip1-3",72,"P"
82973,"csp_7_7","Male","82112",FALSE,"AT.2.1","ft1.1","dip1-6",61,"P"
82975,"csp_2_1","Male","82112",FALSE,"AT.1.1","ft4.2","dip1-3",60,"P"
82977,"csp_2_1","Male","82112",FALSE,"AT.1.1","ft4.1","dip1-3",45,"J"
82979,"csp_6_8","Male","82112",FALSE,"AT.1.1","ft4.1","dip3",39,"J"
82985,"csp_4_6","Male","82112",FALSE,"AT.1.2","ft4.3","dip1-2",57,"J"
82986,"csp_7_7","Male","82112",FALSE,"AT.2.1","ft4.4","dip1-7",58,"J"
82988,"csp_7_7","Female","82112",FALSE,"AT.2.1","ft1.2","dip1-1",87,"P"
82992,"csp_3_8","Male","82112",FALSE,"AT.1.1","ft4.2","dip1-7",49,"J"
82993,"csp_8_4","Female","82112",TRUE,"AT.2.2","ft3.2","dip1-2",20,"J"
82994,"csp_8_4","Female","82112",TRUE,"AT.2.2","ft3.2","dip1-2",20,"J"
82998,"csp_6_7","Female","82113",FALSE,"AT.1.2","ft4.2","dip1-3",19,"J"
83000,"csp_8_4","Male","82113",TRUE,"AT.2.2","ft4.4","dip1-3",21,"J"
83001,"csp_5_2","Female","82113",FALSE,"AT.1.1","ft1.2","dip1-3",50,"P"
83004,"csp_5_4","Female","82115",FALSE,"AT.1.2","ft4.2","dip1-6",30,"J"
83005,"csp_6_2","Male","82115",TRUE,"AT.1.1","ft4.1","dip1-3",17,"J"
83006,"csp_8_4","Female","82115",TRUE,"AT.2.2","ft3.2","dip1-2",20,"J"
83008,"csp_5_2","Female","82118",FALSE,"AT.1.1","ft4.1","dip1-3",56,"J"
83010,"csp_5_2","Female","82119",FALSE,"AT.1.1","ft4.1","dip1-3",52,"J"
83017,"csp_7_8","Male","82121",FALSE,"AT.2.1","ft4.4","dip3",77,"J"
83020,"csp_7_2","Male","82121",FALSE,"AT.2.1","ft4.4","dip1-1",82,"J"
83021,"csp_6_7","Female","82121",FALSE,"AT.1.1","ft1.2","dip1-5",42,"J"
83026,"csp_7_5","Male","82121",FALSE,"AT.2.1","ft2.0","dip1-3",74,"J"
83027,"csp_4_6","Male","82121",FALSE,"AT.1.1","ft4.1","dip1-7",37,"J"
83028,"csp_1_1","Male","82121",FALSE,"AT.1.1","ft4.2","dip1-3",56,"J"
83032,"csp_6_3","Male","82121",FALSE,"AT.1.2","ft3.2","dip1-3",62,"J"
83033,"csp_6_4","Male","82121",FALSE,"AT.1.1","ft4.2","dip3",51,"J"
83036,"csp_8_5","Female","82121",FALSE,"AT.2.4","ft4.4","dip2",56,"J"
83039,"csp_5_6","Female","82121",FALSE,"AT.1.1","ft1.2","dip1-3",80,"J"
83040,"csp_7_8","Male","82121",FALSE,"AT.2.1","ft3.1","dip1",84,"J"
83044,"csp_8_5","Female","82121",FALSE,"AT.2.4","ft4.2","dip1-3",51,"J"
83046,"csp_6_2","Male","82121",FALSE,"AT.1.1","ft3.2","dip1-2",21,"J"
83049,"csp_5_3","Male","82121",FALSE,"AT.1.1","ft4.1","dip1-3",62,"J"
83051,"csp_6_2","Male","82121",FALSE,"AT.1.1","ft4.1","dip1-3",20,"J"
83052,"csp_5_2","Female","82121",FALSE,"AT.1.2","ft4.2","dip2",52,"J"
83054,"csp_7_1","Female","82121",FALSE,"AT.2.1","ft1.2","dip1-2",94,"J"
83057,"csp_7_4","Female","82121",FALSE,"AT.2.1","ft4.4","dip1-3",59,"P"
83060,"csp_2_1","Male","82121",FALSE,"AT.1.1","ft4.2","dip1-3",63,"J"
83061,"csp_7_5","Male","82121",FALSE,"AT.2.1","ft4.4","dip1-2",77,"J"
83063,"csp_8_5","Male","82121",FALSE,"AT.2.5","ft3.2","dip3",20,"J"
83065,"csp_7_5","Female","82121",FALSE,"AT.2.1","ft1.2","dip1-7",89,"J"
83067,"csp_5_3","Male","82121",FALSE,"AT.1.1","ft4.1","dip1-6",27,"J"
83074,"csp_8_5","Female","82121",FALSE,"AT.2.5","ft4.4","dip1-3",55,"J"
83075,"csp_7_7","Male","82121",FALSE,"AT.2.1","ft1.1","dip1-1",83,"J"
83076,"csp_3_3","Female","82121",FALSE,"AT.1.1","ft4.1","dip1-8",43,"J"
83077,"csp_5_2","Male","82121",FALSE,"AT.1.1","ft4.1","dip1-4",28,"J"
83078,"csp_7_8","Female","82121",FALSE,"AT.2.1","ft1.2","dip1",81,"J"
83079,"csp_7_7","Female","82121",FALSE,"AT.2.1","ft4.4","dip1-1",70,"P"
83080,"csp_7_8","Male","82121",FALSE,"AT.2.1","ft4.3","dip1-3",60,"J"
83083,"csp_8_5","Female","82121",FALSE,"AT.2.5","ft1.2","dip3",51,"J"
83084,"csp_7_8","Male","82121",FALSE,"AT.2.1","ft4.4","dip1-5",75,"J"
83086,"csp_7_4","Female","82121",FALSE,"AT.2.1","ft4.4","dip1-7",66,"J"
83091,"csp_5_2","Male","82121",FALSE,"AT.1.1","ft4.1","dip1-8",33,"J"
83093,"csp_7_1","Female","82121",FALSE,"AT.2.1","ft4.4","dip2",68,"J"
83094,"csp_7_8","Male","82121",FALSE,"AT.2.1","ft4.4","dip1-1",72,"J"
83097,"csp_7_2","Female","82121",FALSE,"AT.2.1","ft1.2","dip3",70,"J"
83099,"csp_2_2","Male","82121",FALSE,"AT.1.1","ft4.1","dip1-4",55,"J"
83100,"csp_6_9","Male","82121",TRUE,"AT.1.1","ft4.4","dip2",16,"J"
83102,"csp_5_6","Female","82121",FALSE,"AT.1.1","ft2.0","dip1-4",53,"J"
83105,"csp_5_6","Female","82121",FALSE,"AT.1.1","ft4.1","dip1-3",22,"J"
83106,"csp_5_2","Female","82121",FALSE,"AT.1.1","ft3.2","dip1-3",49,"J"
83107,"csp_1_1","Male","82121",FALSE,"AT.1.1","ft1.1","dip1-5",27,"J"
83110,"csp_8_5","Male","82121",FALSE,"AT.2.5","ft4.4","dip1",33,"J"
83111,"csp_5_6","Female","82121",FALSE,"AT.1.1","ft4.1","dip1-4",56,"J"
83112,"csp_7_2","Male","82121",FALSE,"AT.2.1","ft4.4","dip1-4",73,"J"
83113,"csp_7_8","Female","82121",FALSE,"AT.2.1","ft3.2","dip1-3",81,"J"
83114,"csp_5_4","Male","82121",FALSE,"AT.1.1","ft4.1","dip1-6",40,"J"
83115,"csp_4_3","Male","82121",FALSE,"AT.1.1","ft4.1","dip1-6",40,"J"
83120,"csp_5_6","Female","82124",FALSE,"AT.1.1","ft4.3","dip1-3",22,"J"
83123,"csp_7_8","Male","82124",FALSE,"AT.2.1","ft4.4","dip1",81,"J"
83124,"csp_7_2","Female","82125",FALSE,"AT.2.1","ft4.4","dip1",82,"P"
83125,"csp_6_5","Female","82125",FALSE,"AT.1.1","ft4.1","dip1-6",25,"J"
83128,"csp_7_8","Male","82125",FALSE,"AT.2.1","ft4.1","dip1-2",85,"J"
83129,"csp_7_4","Male","82125",FALSE,"AT.2.1","ft4.4","dip1-4",78,"J"
83131,"csp_8_5","Male","82125",FALSE,"AT.2.5","ft4.4","dip3",38,"J"
83132,"csp_2_1","Female","82125",FALSE,"AT.1.1","ft3.2","dip1-5",37,"J"
83135,"csp_7_2","Male","82127",FALSE,"AT.2.1","ft4.4","dip1-3",73,"J"
83142,"csp_7_5","Male","82132",FALSE,"AT.2.1","ft2.0","dip1-4",75,"J"
83145,"csp_4_5","Male","82134",FALSE,"AT.1.1","ft4.2","dip1-6",35,"J"
83146,"csp_7_4","Male","82136",FALSE,"AT.2.1","ft4.4","dip1-8",89,"J"
83147,"csp_8_5","Female","82136",FALSE,"AT.2.4","ft3.2","dip1-5",37,"J"
83148,"csp_5_2","Male","82136",FALSE,"AT.1.1","ft4.2","dip1-5",48,"J"
83150,"csp_1_3","Male","82139",FALSE,"AT.1.1","ft4.1","dip1-3",49,"J"
83153,"csp_5_5","Female","82142",FALSE,"AT.1.1","ft1.2","dip1-6",42,"J"
83157,"csp_4_3","Female","82144",FALSE,"AT.1.1","ft4.1","dip1-5",41,"J"
83158,"csp_5_2","Female","82148",FALSE,"AT.1.1","ft4.1","dip1-3",55,"P"
83159,"csp_7_1","Male","82148",FALSE,"AT.2.1","ft1.1","dip1-1",84,"P"
83167,"csp_4_3","Male","82156",FALSE,"AT.1.1","ft4.1","dip1-3",60,"P"
83168,"csp_8_5","Male","82159",FALSE,"AT.2.5","ft4.4","dip1-3",47,"J"
83170,"csp_8_4","Male","82159",TRUE,"AT.2.2","ft4.3","dip1-2",18,"J"
83174,"csp_5_4","Female","82161",FALSE,"AT.1.2","ft4.2","dip1-7",43,"J"
83177,"csp_7_7","Male","82167",FALSE,"AT.2.1","ft4.4","dip1-1",68,"J"
83178,"csp_7_7","Female","82167",FALSE,"AT.2.1","ft1.2","dip1-6",76,"J"
83179,"csp_6_4","Male","82167",FALSE,"AT.1.1","ft4.1","dip1-3",59,"J"
83180,"csp_7_8","Male","82167",FALSE,"AT.2.1","ft4.4","dip1",92,"J"
83182,"csp_7_8","Female","82169",FALSE,"AT.2.1","ft4.2","dip2",65,"J"
83184,"csp_7_7","Female","82169",FALSE,"AT.2.1","ft4.4","dip1-1",66,"P"
83185,"csp_2_1","Male","82170",FALSE,"AT.1.1","ft4.1","dip1-7",34,"J"
83186,"csp_3_7","Male","82171",FALSE,"AT.1.1","ft1.1","dip1-7",63,"J"
83188,"csp_4_3","Female","82171",FALSE,"AT.1.1","ft3.1","dip1-7",27,"J"
83189,"csp_7_7","Female","82171",FALSE,"AT.2.1","ft1.2","dip1-3",70,"J"
83190,"csp_4_7","Male","82173",FALSE,"AT.1.1","ft4.1","dip1-3",54,"J"
83193,"csp_7_7","Male","82179",FALSE,"AT.2.1","ft4.4","dip1-3",68,"J"
83195,"csp_6_4","Male","82179",FALSE,"AT.1.1","ft2.0","dip1-3",25,"J"
83197,"csp_7_8","Female","82180",FALSE,"AT.2.1","ft4.4","dip2",76,"J"
83198,"csp_6_3","Male","82181",FALSE,"AT.1.2","ft3.1","dip1-3",55,"J"
83200,"csp_6_8","Female","82184",FALSE,"AT.1.1","ft3.2","dip1-3",29,"J"
83203,"csp_8_4","Female","82187",TRUE,"AT.2.2","ft4.1","dip1-2",19,"J"
83204,"csp_7_7","Female","82189",FALSE,"AT.2.1","ft1.2","dip1-3",67,"P"
83206,"csp_7_7","Female","82190",FALSE,"AT.2.1","ft1.2","dip1-3",70,"P"
83208,"csp_4_6","Male","82190",FALSE,"AT.1.1","ft4.1","dip1-4",44,"J"
83211,"csp_7_7","Female","82190",FALSE,"AT.2.1","ft1.2","dip1-2",71,"J"
83213,"csp_7_7","Male","82194",FALSE,"AT.2.1","ft4.4","dip1-4",60,"J"
83214,"csp_5_2","Female","82194",FALSE,"AT.1.1","ft4.3","dip1-1",61,"J"
83215,"csp_7_8","Male","83001",FALSE,"AT.2.1","ft4.3","dip1-3",66,"J"
83217,"csp_7_7","Female","83001",FALSE,"AT.2.1","ft1.2","dip1-4",78,"J"
83222,"csp_5_2","Male","83004",FALSE,"AT.1.1","ft1.1","dip1-5",38,"J"
83224,"csp_7_7","Female","83004",FALSE,"AT.2.1","ft4.4","dip1-5",63,"P"
83226,"csp_8_4","Female","83004",TRUE,"AT.2.2","ft4.2","dip1-4",23,"J"
83231,"csp_5_4","Male","83007",FALSE,"AT.1.1","ft4.2","dip1-3",64,"J"
83233,"csp_8_5","Female","83008",TRUE,"AT.2.2","ft4.1","dip3",17,"J"
83234,"csp_5_5","Female","83008",FALSE,"AT.1.1","ft3.2","dip1-5",57,"P"
83238,"csp_7_5","Male","83009",FALSE,"AT.2.1","ft1.1","dip1-6",67,"P"
83241,"csp_6_2","Male","83009",FALSE,"AT.1.1","ft4.1","dip1-3",52,"J"
83243,"csp_7_8","Female","83009",FALSE,"AT.2.1","ft1.2","dip1-1",84,"P"
83244,"csp_7_5","Male","83011",FALSE,"AT.2.1","ft1.1","dip1-6",62,"J"
83245,"csp_5_2","Female","83011",FALSE,"AT.1.1","ft1.2","dip1-2",30,"J"
83246,"csp_6_8","Male","83012",FALSE,"AT.1.1","ft4.2","dip1-5",43,"J"
83248,"csp_6_7","Female","83012",FALSE,"AT.1.2","ft3.2","dip1-3",39,"J"
83250,"csp_8_4","Female","83012",TRUE,"AT.2.2","ft4.1","dip1-2",18,"J"
83252,"csp_7_8","Female","83012",FALSE,"AT.2.1","ft3.2","dip1-1",90,"J"
83253,"csp_4_6","Female","83012",FALSE,"AT.1.1","ft4.2","dip1-8",28,"J"
83256,"csp_4_6","Male","83016",FALSE,"AT.1.1","ft4.1","dip1-4",47,"J"
