id,ECO_SECT,Before_dep,job_dep,Job_desc,type_of_contract,Labor_force_status,WORK_CONDITION,employer_type,Working_hours,EMPLOYEE_COUNT
66729,"QB","57","57","564b","AUT","X","P","ct_8",490,"tr_4"
66747,"GZ","76","76","374d","CDI","O","C","ct_9",1822,"tr_4"
66754,"IZ","62","62","561f","TOA","O","P","ct_9",700,"tr_1"
66757,"GZ","37","37","475a","CDI","O","C","ct_9",409,"tr_2"
66762,"GZ","40","40","676e","TOA","O","C","ct_9",284,"tr_6"
66763,"NZ","33","33","534a","CDI","O","C","ct_9",1976,"tr_5"
66798,"SZ","32","32","342d","CDI","O","C","ct_4",1820,"tr_4"
66801,"GZ","94","94","388b","CDI","O","C","ct_9",1582,"tr_6"
66803,"PZ","75","75","431c","CDI","O","C","ct_9",2200,"tr_1"
66807,"HZ","25","25","372d","CDI","O","C","ct_9",1470,"tr_6"
66812,"PZ","13","13","523b","CDI","O","C","ct_1",1820,"tr_6"
66844,"QB","91","91","563a","CDI","O","N","ct_7",2773,"tr_0"
66869,"CA",NA,NA,"676c","CDI","O","C","ct_9",1936,"tr_4"
66876,"QB","56","22","632k","CDI","O","C","ct_8",1820,"tr_4"
66878,"PZ","75","75","525a","CDI","O","C","ct_9",1956,"tr_5"
66884,"TZ","81","81","563c","CDI","O","N","ct_7",354,"tr_0"
66891,"KZ","59","59","373b","CDI","O","C","ct_9",1365,"tr_3"
66892,"IZ","05","05","632k","CDI","O","P","ct_8",330,"tr_2"
66905,"TZ","29","29","563c","AUT","O","C",NA,199,NA
66917,"QA","91","75","526a","CDI","O","C","ct_8",733,"tr_6"
66918,"QB","92","75","434a","CDI","O","C","ct_8",1820,"tr_5"
66926,"PZ","86","86","422e","CDI","O","P","ct_8",1449,"tr_3"
66929,"QB","27","75","525d","CDI","O","C","ct_8",1757,"tr_3"
66934,"OZ","37","37","461f","CDI","O","C","ct_1",1820,"tr_4"
66941,"MA","95","94","371a","CDI","O","C","ct_9",1820,"tr_6"
66944,"QA","46","46","451h","CDI","O","C","ct_8",1820,"tr_6"
66953,"OZ","80","80","451g","CDI","O","P","ct_2",888,"tr_3"
66955,"QA","13","13","526a","CDI","O","C","ct_9",1213,"tr_4"
66964,"QA","75","75","632k","CDI","O","C",NA,152,NA
66988,"QA","73","38","451h","CDI","O","P","ct_8",910,"tr_6"
67016,"QA","64","64","525d","CDI","O","C","ct_9",1246,"tr_6"
67023,"NZ",NA,NA,"684a","CDI","O","P","ct_9",3000,"tr_3"
67033,"QB","35","35","563b","CDI","O","P","ct_8",670,"tr_4"
67045,"QB","65","64","435b","CDI","O","P","ct_8",1330,"tr_1"
67048,"CJ","87","87","473c","CDI","O","P","ct_9",1456,"tr_4"
67066,"NZ","78","78","543f","TTP","O","C","ct_9",1041,"tr_1"
67078,"QB","05","05","563b","CDI","O","P","ct_9",1407,"tr_3"
67092,"GZ","51","02","624f","CDI","O","C","ct_9",1420,"tr_3"
67101,"MA","38","38","461c","CDI","O","P","ct_9",936,"tr_1"
67106,"FZ","76","76","632j","CDI","O","C","ct_9",1517,"tr_1"
67149,"OZ","85","85","545d","CDI","O","C","ct_8",1000,"tr_6"
67154,"QB","76","76","434d","CDI","O","C","ct_8",1800,"tr_3"
67164,"QA","64","64","526e","CDI","O","C","ct_9",1832,"tr_3"
67173,"HZ","83","83","641b","CDI","O","P","ct_9",1172,"tr_5"
67176,"HZ","02","93","372b","CDI","O","C","ct_9",1232,"tr_6"
67182,"IZ","26","26","561f","CDI","O","P","ct_9",1793,"tr_1"
67189,"QB","95","77","526d","CDI","O","N",NA,167,NA
67193,"CA","95","93","625f","CDI","O","C","ct_9",1133,"tr_4"
67224,"IZ","33","33","636d","CDI","O","P","ct_9",640,"tr_1"
67235,"OZ","02","02","524c","CDI","O","C",NA,319,NA
67236,"QA","77","77","526a","CDI","O","C",NA,185,NA
67258,"KZ","77","93","544a","CDI","O","C","ct_9",1821,"tr_6"
67290,"SZ","27","76","691b","CDI","O","P","ct_8",463,"tr_2"
67291,"QB","50","50","563b","CDI","O","P","ct_8",1251,"tr_6"
67294,"MC","57","57","643a","CDI","O","P","ct_9",976,"tr_5"
67297,"QB","34","34","525d","CDI","O","C","ct_8",1820,"tr_3"
67304,"OZ","40","40","621f","AUT","X","C","ct_2",1827,"tr_3"
67315,"PZ","92","75","435b","CDI","O","C","ct_8",1321,"tr_1"
67317,"OZ",NA,NA,"671a","AUT","X","P","ct_2",1034,"tr_6"
67326,"SZ","72","72","564b","AUT","O","P",NA,427,NA
67341,"QB","92","75","434a","CDI","O","C","ct_8",1820,"tr_2"
67352,"QA","28","28","632k","CDI","O","C","ct_9",1820,"tr_4"
67368,"IZ","62","62","561c","CDI","O","C","ct_9",551,"tr_0"
67378,"QB","03","03","563a","CDI","O","N","ct_7",2905,"tr_1"
67393,"HZ","28","28","641a","CDI","O","C","ct_9",2200,"tr_5"
67409,"CB","03","03","675a","CDI","O","P","ct_9",608,"tr_6"
67414,"KZ","79","79","543h","CDI","O","C","ct_9",1823,"tr_6"
67418,"FZ","49","49","633a","CDI","O","C","ct_9",1239,"tr_3"
67436,"GZ","07","26","691e","CDI","O","C","ct_9",1458,"tr_0"
67443,"OZ","72","72","545d","CDI","O","C","ct_8",882,"tr_6"
67445,"CG","71","71","675a","CDI","O","C","ct_9",600,"tr_2"
67446,"HZ","68","67","652a","CDI","O","C","ct_9",1850,"tr_3"
67447,"CC","45","45","626c","CDI","O","C","ct_9",1522,"tr_6"
67449,"HZ","94","94","651a","CDI","O","C","ct_9",913,"tr_5"
67479,"NZ","92","75","534a","CDI","O","C","ct_9",1173,"tr_6"
67486,"CK","80","80","673c","CDI","O","P","ct_9",733,"tr_4"
67495,"OZ","57","57","472c","CDI","O","C","ct_8",155,"tr_6"
67497,"NZ","60","60","674d","CDI","O","C","ct_9",1267,"tr_3"
67507,"QB","76","76","632k","CDI","O","C","ct_8",1791,"tr_2"
67512,"GZ","33","33","433d","CDI","O","P","ct_9",1445,"tr_1"
67513,"CC","19","19","626c","CDI","O","C","ct_9",682,"tr_2"
67517,"QB","59","59","526d","CDI","O","C","ct_8",1516,"tr_4"
67527,"QB","59","59","676c","AUT","O","C","ct_8",1785,"tr_5"
67544,"NZ","42","69","684a","CDI","O","P","ct_9",1753,"tr_6"
67555,"QB","57","57","525d","CDI","O","P","ct_8",935,"tr_3"
67556,"CH","75","94","623a","CDI","O","P","ct_9",948,"tr_3"
67563,"PZ","75","75","341a","CDI","O","C","ct_8",1820,"tr_3"
67574,"QA","60","60","526a","CDI","O","C",NA,152,NA
67582,"QA","35","35","526a","CDI","O","P","ct_9",1446,"tr_6"
67584,"CK","25","25","484b","CDI","O","C","ct_9",1586,"tr_3"
67585,"NZ","80","80","676c","CDI","O","C","ct_9",1157,"tr_5"
67593,"CA","13","13","554a","CDI","O","C","ct_9",1322,"tr_2"
67595,"HZ","57","54","641a","CDI","O","C","ct_9",1825,"tr_4"
67597,"GZ","90","90","554e","CDI","O","P","ct_9",1256,"tr_1"
67598,"RZ","36","36","691e","AUT","X","P","ct_8",474,"tr_3"
67599,"MA","86","86","461d","CDI","O","P","ct_9",1040,"tr_2"
67602,"QB","83","83","563b","CDI","O","C",NA,420,NA
67606,"HZ","56","56","641a","CDI","O","C","ct_9",681,"tr_5"
67624,"GZ","60","60","551a","CDI","O","C","ct_9",1822,"tr_4"
67627,"QB","43","43","563a","CDI","O","N","ct_7",2268,"tr_1"
67632,"FZ","82","82","681a","CDI","O","C","ct_9",626,"tr_3"
67633,"NZ","89","89","684a","CDI","O","P","ct_6",3000,"tr_2"
67636,"NZ","93","92","684a","CDI","O","C","ct_9",2028,"tr_6"
67637,"QA","07","07","526e","CDI","O","C","ct_9",1502,"tr_4"
67645,"GZ","76","76","676e","CDI","O","C","ct_9",1701,"tr_2"
67649,"GZ","93","93","554e","CDI","O","C","ct_9",778,"tr_5"
67663,"CM","69","69","477b","CDI","O","C","ct_9",1605,"tr_3"
67666,"CC","33","33","476a","CDI","O","C","ct_9",1482,"tr_1"
67694,"GZ","46","46","554a","CDI","O","C","ct_9",1849,"tr_1"
67701,"QA","86","86","526a","CDI","O","P","ct_3",827,"tr_6"
67707,"IZ",NA,NA,"561b","CDI","O","C","ct_9",975,"tr_5"
67709,"PZ","33","86","523b","AUT","O","P","ct_1",637,"tr_6"
67711,"GZ","84","84","543b","CDI","O","P","ct_9",832,"tr_3"
67724,"NZ","94","94","543g","CDI","O","C","ct_9",1274,"tr_0"
67744,"GZ","06","06","374a","CDI","O","C","ct_9",1968,"tr_1"
67749,"CI","06","06","622g","CDI","O","C","ct_9",993,"tr_5"
67759,"HZ","13","13","388c","CDI","O","C","ct_9",1820,"tr_6"
67764,"PZ","75","75","423b","CDI","O","P","ct_6",2316,"tr_1"
67769,"GZ","52","52","653a","CDI","O","C","ct_9",1943,"tr_1"
67789,"MA","05","04","542a","CDI","O","C","ct_9",1796,"tr_3"
67790,"GZ","25","25","554f","CDI","O","C","ct_6",1400,"tr_1"
67791,"GZ","48","48","676c","CDI","O","C","ct_9",1193,"tr_2"
67792,"PZ",NA,"92","423b","CDD","O","C","ct_8",353,"tr_5"
67799,"CA","31","31","625f","CDI","O","C","ct_9",1903,"tr_4"
67805,"PZ","25","39","341a","CDI","O","C","ct_8",1213,"tr_2"
67814,"QB","67","67","563b","CDI","O","C","ct_9",570,"tr_5"
67816,"NZ","69","69","671c","CDI","O","C","ct_9",1760,"tr_2"
67817,"FZ","13","13","681a","CDI","O","C","ct_9",1579,"tr_1"
67850,"JA","78","75","353c","CDI","O","C","ct_9",2328,"tr_1"
67852,"DZ","47","82","387e","CDI","O","C","ct_9",1820,"tr_6"
67854,"NZ","65","64","684a","CDI","O","P","ct_9",1417,"tr_6"
67855,"EZ","88","88","684b","CDI","O","C","ct_9",1650,"tr_3"
67856,"QA","74","74","526b","CDI","O","P","ct_6",1562,"tr_1"
67867,"NZ","77","77","561f","CDI","O","C","ct_9",805,"tr_3"
67875,"IZ","54","54","632k","CDI","O","P","ct_9",416,"tr_4"
67878,"IZ","33","33","561d","CDI","O","C","ct_9",781,"tr_1"
67885,"NZ","75","93","684a","CDI","O","C","ct_9",3000,"tr_5"
67889,"QA","13","13","525d","CDI","O","C","ct_8",1820,"tr_6"
67905,"MA","83","83","473b","CDI","O","C","ct_9",1750,"tr_4"
67914,"QB","40","40","526d","CDI","O","C","ct_8",1542,"tr_4"
67930,"GZ","81","81","554e","CDI","O","N",NA,423,NA
67931,"GZ","27","27","684a","CDI","O","P","ct_9",1239,"tr_2"
67941,"FZ","2B","2B","462e","CDI","O","C","ct_9",2128,"tr_1"
67954,"FZ","16","16","632j","CDI","O","C","ct_9",1820,"tr_3"
67960,"QA","58","58","526a","CDI","O","C","ct_3",1814,"tr_4"
67961,"GZ","14","14","632j","CDI","O","C","ct_9",1657,"tr_4"
67971,"QB","13","13","676e","AUT","X","N","ct_8",1271,"tr_4"
67977,"QA","74","74","526b","CDI","O","P","ct_6",1553,"tr_1"
67986,"GZ","26","26","551a","CDI","O","C","ct_9",1691,"tr_4"
67987,"QA","65","65","526b","CDI","O","P","ct_8",1556,"tr_2"
67994,"MA","26","26","461e","CDI","O","C","ct_9",791,"tr_1"
68001,"JC","94","93","373b","CDI","O","C","ct_9",442,"tr_6"
68005,"HZ","59","59","641a","CDI","O","C","ct_9",882,"tr_5"
68018,"OZ","13","13","525b","CDD","O","C",NA,151,NA
68041,"CH","81","31","623f","CDI","O","C","ct_9",2052,"tr_3"
68052,"CG","01","01","637d","CDI","O","P","ct_9",473,"tr_2"
68063,"EZ","47","33","621f","CDI","O","C","ct_2",1848,"tr_4"
68066,"GZ","59","59","676c","CDI","O","C","ct_9",1418,"tr_6"
68068,"QA","01","01","525d","CDI","O","C","ct_8",1820,"tr_4"
68077,"HZ","41","41","451a","CDI","O","P","ct_9",1279,"tr_3"
68087,"OZ","68","67","524b","CDI","O","C","ct_1",1774,"tr_5"
68108,"NZ","38","38","684a","CDI","O","P","ct_9",1889,"tr_6"
68109,"GZ","29","29","676d","CDI","O","C","ct_8",1447,"tr_2"
68114,"MA","14","14","624e","CDI","O","C","ct_9",1730,"tr_1"
68132,"QA","91","91","526e","CDI","O","C","ct_9",2289,"tr_3"
68139,"QB","45","45","421b","CDI","O","P","ct_8",457,"tr_4"
68151,"CH","71","71","628a","CDI","O","C","ct_9",1480,"tr_6"
68163,"GZ","83","06","653a","CDI","O","C","ct_9",2028,"tr_3"
68165,"FZ","45","45","461c","CDI","O","P","ct_6",1160,"tr_1"
68172,"CH","59","59","624f","CDI","O","C","ct_9",1778,"tr_5"
68194,"QB","01","01","563b","CDI","O","N","ct_7",1133,"tr_1"
68217,"RZ","65","65","354c","CDI","O","C",NA,175,NA
68226,"SZ","63","63","685a","AUT","X","C","ct_8",754,"tr_3"
68232,"QB","64","64","431f","CDI","O","P","ct_8",320,"tr_5"
68239,"QB","60","60","542a","CDI","O","C","ct_8",1699,"tr_5"
68252,"GZ","62","62","551a","CDI","O","P","ct_9",932,"tr_1"
68261,"AZ","22","22","691c","CDI","O","C",NA,171,NA
68268,"OZ",NA,NA,"525b","CDI","O","P",NA,152,NA
68285,"FZ","81","81","461b","CDI","O","P","ct_9",130,"tr_1"
68297,"NZ","38","38","563a","CDI","O","C",NA,451,"tr_1"
68298,"PZ","31","31","423a","CDI","O","P","ct_9",441,"tr_1"
68314,"NZ","13","13","684a","CDI","O","P","ct_9",1057,"tr_5"
68316,"TZ","85","85","563c","CDI","O","C",NA,268,NA
68336,"KZ","29","29","467c","CDI","O","C","ct_8",1820,"tr_3"
68354,"QB","69","69","563b","CDI","O","N","ct_7",2120,"tr_1"
68362,"OZ","93","93","451g","CDI","O","C","ct_2",1820,"tr_6"
68373,"QA","62","62","526a","CDI","O","C","ct_8",1812,"tr_6"
68383,"QA","88","88","523d","CDI","O","C","ct_3",1820,"tr_6"
68399,"QA","38","69","526a","CDI","O","P","ct_8",294,"tr_4"
68417,"CE","95","95","676c","CDI","O","C","ct_9",1820,"tr_6"
68421,"FZ","06","06","621b","CDI","O","C","ct_9",1608,"tr_4"
68423,"PZ","94","93","461b","CDI","O","C","ct_8",1112,"tr_1"
68427,"OZ","94","94","525b","AUT","O","C","ct_2",1862,"tr_6"
68437,"FZ","67","67","632g","CDI","O","C","ct_9",1386,"tr_1"
68456,"LZ","69","69","564a","CDI","O","C","ct_5",1052,"tr_6"
68458,"CA","22","22","625d","CDI","O","C","ct_9",1477,"tr_6"
68471,"QA","38","38","526e","CDI","O","C","ct_9",1974,"tr_1"
68483,"SZ","12","12","553c","CDI","O","C","ct_9",1747,"tr_1"
68489,"QA","74","74","684a","CDI","O","P","ct_6",1109,"tr_1"
68490,"OZ","39","39","545d","CDI","O","P","ct_8",1229,"tr_5"
68492,"GZ","92","75","635a","CDI","O","C","ct_9",1211,"tr_3"
68495,"GZ","21","21","653a","CDI","O","C",NA,181,NA
68519,"IZ","33","33","636d","CDI","O","P","ct_9",640,"tr_1"
68523,"HZ","06","93","546d","CDI","O","N","ct_9",987,"tr_6"
68537,"QB","59","59","563b","CDI","O","P","ct_8",1320,"tr_6"
68540,"QB","19","19","526d","CDI","O","C","ct_8",1820,"tr_3"
68580,"GZ","02","02","636a","CDI","O","C","ct_9",1417,"tr_6"
68599,"HZ","26","54","525d","CDI","O","N","ct_9",746,"tr_5"
68615,"GZ","43","43","433d","CDI","O","P","ct_9",884,"tr_1"
68619,"HZ","13","13","333c","CDI","O","C","ct_9",1820,"tr_3"
68624,"KZ",NA,NA,"376d","CDI","O","C","ct_9",1840,"tr_3"
68642,"TZ",NA,NA,"563c","CDI","O","N","ct_7",368,"tr_0"
68643,"CA","63","63","674c","CDI","O","C","ct_9",1382,"tr_5"
68662,"QB","13","13","525d","CDI","O","C","ct_9",1840,"tr_3"
68664,"GZ","44","44","477b","CDI","O","C","ct_9",1545,"tr_3"
68670,"HZ","90","90","642b","CDI","O","P","ct_9",993,"tr_3"
68680,"CG","23","87","628a","CDI","O","C","ct_9",1596,"tr_4"
68682,"QB","22","56","563b","CDI","O","P","ct_8",1262,"tr_4"
68683,"MA","33","33","628b","CDI","O","C","ct_9",1819,"tr_5"
68685,"CK","37","37","463b","CDI","O","C","ct_9",1483,"tr_1"
68703,"FZ","01","69","487a","CDI","O","C","ct_9",1367,"tr_3"
68710,"SZ","75","75","685a","CDD","O","C","ct_9",642,"tr_1"
68713,"FZ","54","57","632f","CDI","O","C","ct_9",1378,"tr_4"
68716,"FZ","44","44","632a","CDI","O","C","ct_9",1413,"tr_3"
68722,"GZ","01","01","633c","CDI","O","C","ct_9",1648,"tr_3"
68739,"CH","59","59","674d","CDI","O","C",NA,137,NA
68740,"QA","39","39","344a","AUT","O","P","ct_3",151,"tr_6"
68757,"PZ","59","62","422c","CDI","O","C","ct_1",1820,"tr_5"
68770,"HZ","15","15","641b","CDI","O","C","ct_9",1401,"tr_4"
68771,"GZ","84","84","676c","TOA","O","C","ct_9",911,"tr_1"
68776,"GZ","35","35","676c","CDI","O","P","ct_9",1038,"tr_4"
68777,"PZ","33","33","341a","CDI","O","P","ct_1",1064,"tr_6"
68786,"GZ","83","83","676c","CDI","O","C","ct_9",1385,"tr_3"
68793,"NZ","29","29","534a","CDI","O","C","ct_9",1940,"tr_4"
68809,"HZ","35","35","333c","CDI","O","C","ct_9",1820,"tr_6"
68812,"PZ","37","37","422b","CDI","O","C","ct_8",1825,"tr_4"
68815,"TZ","40","40","563c","CDI","O","C",NA,621,NA
68822,"OZ","49","49","451e","CDI","O","C","ct_8",1820,"tr_4"
68833,"QB","92","75","684a","CDI","O","P","ct_8",1158,"tr_3"
68841,"EZ","76","76","486e","CDI","O","C","ct_9",1777,"tr_5"
68842,"GZ","91","91","373c","CDI","O","C","ct_9",1760,"tr_5"
68864,"NZ","47","31","684a","CDI","O","P","ct_9",749,"tr_6"
68877,"RZ","59","59","354b","CDI","O","C","ct_8",1630,"tr_5"
68882,"QB","24","24","563b","CDI","O","N","ct_7",592,"tr_1"
68886,"HZ","60","60","546a","CDD","O","C","ct_9",426,"tr_4"
68892,"QA","86","86","525d","CDI","O","C","ct_9",1882,"tr_5"
68894,"QB","84","84","526a","CDI","O","C","ct_9",1754,"tr_4"
68895,"CH","75","75","464a","CDI","O","C","ct_9",1246,"tr_3"
68897,"QA","59","59","331a","CDI","O","C","ct_3",1820,"tr_6"
68898,"HZ","60","92","543f","CDI","O","C","ct_9",1407,"tr_5"
68916,"NZ","08","08","534a","CDI","O","C","ct_9",1051,"tr_2"
68918,"QA","10","10","526b","CDI","O","C","ct_6",981,"tr_1"
68922,"OZ","66","66","545d","CDI","O","C","ct_8",1740,"tr_3"
68924,"CK","78","78","384a","CDI","O","C","ct_9",1365,"tr_2"
68941,"QB","30","30","526a","CDI","O","C","ct_8",1700,"tr_4"
68950,"RZ","26","26","354b","CDD","O","N","ct_8",1102,"tr_1"
68951,"HZ","26","84","676a","CDI","O","C","ct_9",1724,"tr_4"
68968,"MA","42","42","433a","CDI","O","C","ct_9",1825,"tr_3"
68974,"CJ","38","38","543h","CDI","O","P","ct_9",399,"tr_1"
68983,"FZ","62","62","621d","CDI","O","C","ct_9",131,"tr_4"
68988,"RZ","75","75","375b","CDI","O","C","ct_8",193,"tr_1"
69002,"QA","2A","2A","431f","CDI","O","P","ct_9",523,"tr_5"
69008,"GZ","69","92","477c","CDI","O","C","ct_9",1360,"tr_4"
69037,"KZ","66","66","545c","CDI","O","C","ct_6",1950,"tr_1"
69039,"QB","71","71","525d","CDI","O","C","ct_8",416,"tr_3"
69043,"TZ","38","38","563c","AUT","O","C",NA,596,NA
69053,"NZ","33","33","684a","CDI","O","P","ct_9",1392,"tr_6"
69060,"OZ","93","93","523b","AUT","O","C","ct_1",607,"tr_6"
69065,"PZ","78","92","524b","CDI","O","C","ct_1",1820,"tr_6"
69067,"HZ","22","54","534a","CDI","O","N","ct_9",1494,"tr_5"
69078,"QB","56","56","676e","AUT","X","P","ct_8",1058,"tr_5"
69079,"MA","07","07","461b","CDI","O","C","ct_9",1750,"tr_3"
69082,"NZ","65","65","684a","CDI","O","C","ct_9",1820,"tr_3"
69085,"PZ","35","35","525a","CDI","O","P","ct_8",1171,"tr_2"
69120,"OZ","54","54","451g","CDI","O","C","ct_2",1820,"tr_6"
69122,"EZ","01","01","684b","CDI","O","C","ct_9",1699,"tr_3"
69133,"HZ","85","85","451a","CDI","O","P","ct_9",1274,"tr_2"
69137,"QA","75","75","525d","CDI","O","C","ct_8",1770,"tr_3"
69166,"TZ","12","12","563c","CDI","O","C",NA,156,NA
69168,"QA","74","74","542a","CDI","O","C","ct_9",1274,"tr_5"
69170,"NZ","43","43","674a","TTP","O","C","ct_9",831,"tr_1"
69173,"QB","59","59","637d","AUT","X","C","ct_8",885,"tr_6"
69186,"KZ","77","77","467b","CDI","O","P","ct_9",1456,"tr_6"
69188,"QA","50","50","525d","CDI","O","C","ct_8",1820,"tr_6"
69189,"GZ","27","27","474c","CDI","O","C","ct_9",607,"tr_6"
69191,"CC","22","22","675b","CDI","O","C","ct_9",1517,"tr_2"
69200,"PZ","35","35","423b","CDI","O","P","ct_9",899,"tr_5"
69204,"QA","35","35","542a","CDI","O","P","ct_6",1061,"tr_1"
69209,"PZ","75","75","451g","CDI","O","C",NA,200,NA
69213,"NZ","69","69","534a","CDI","O","C","ct_9",2070,"tr_6"
69229,"QB","13","13","636d","CDI","O","C","ct_9",2191,"tr_3"
69264,"QB","59","59","563b","CDI","O","P","ct_8",787,"tr_3"
69269,"MC","68","21","553c","CDI","O","C",NA,148,NA
69273,"CK","59","59","623f","CDI","O","C","ct_9",1276,"tr_6"
69290,"HZ","76","76","641a","CDI","O","C","ct_9",2193,"tr_4"
69291,"MC","33","33","685a","CDI","O","C","ct_9",1770,"tr_1"
69296,"KZ","75","75","461b","CDI","O","C","ct_9",607,"tr_6"
69302,"HZ","73","73","477b","CDI","O","C","ct_9",1779,"tr_3"
69340,"CG","11","66","674a","CDI","O","C","ct_9",1317,"tr_3"
69346,"GZ","13","13","461c","CDI","O","C","ct_9",918,"tr_1"
69348,"CA","32","32","554a","CDI","O","C","ct_9",1777,"tr_2"
69353,"GZ","24","69","463c","CDI","O","C","ct_9",1554,"tr_5"
69372,"GZ","04","04","652a","CDI","O","C","ct_9",588,"tr_5"
69377,"QB","31","31","563b","CDI","O","P","ct_8",333,"tr_3"
69379,"SZ","59","59","542a","CDI","O","C","ct_8",1974,"tr_2"
69385,"CA","49","49","674c","CDI","O","C","ct_9",1494,"tr_6"
69398,"HZ","91","91","521a","CDI","O","C","ct_9",1810,"tr_6"
69404,"QB","89","89","451h","CDI","O","P","ct_3",1204,"tr_5"
69405,"CK","85","79","676e","CDI","O","C","ct_9",1989,"tr_5"
69415,"QB","76","76","563b","CDD","O","P","ct_2",1514,"tr_4"
69419,"GZ","31","95","543f","CDI","O","C","ct_9",1820,"tr_2"
69454,"QB","27","27","526d","CDI","O","C","ct_8",1820,"tr_3"
69469,"FZ","80","80","543b","CDI","O","C","ct_9",1839,"tr_3"
69488,"TZ","58","58","563c","CDI","O","C",NA,392,NA
69493,"TZ","76","76","563c","CDI","O","C",NA,1100,NA
69500,"GZ","17","17","643a","CDI","O","C","ct_9",1746,"tr_1"
69502,"QB","75","75","434a","CDI","O","C","ct_8",1820,"tr_2"
69503,"TZ","40","64","563c","AUT","O","C",NA,190,NA
69504,"QA","67","67","526b","CDI","O","P","ct_6",1045,"tr_1"
69516,"QB","23","23","525d","CDI","O","C","ct_8",1820,"tr_2"
69521,"OZ","79","79","524c","CDI","O","C",NA,444,NA
69524,"HZ","03","03","451a","CDI","O","C","ct_9",1820,"tr_3"
69533,"HZ","95","93","651b","CDI","O","C","ct_9",710,"tr_5"
69538,"KZ","56","56","376d","CDI","O","C","ct_9",1820,"tr_6"
69541,"QB","06","06","525d","CDI","O","C","ct_9",1503,"tr_3"
69567,"QA","68","68","526e","CDI","O","C","ct_9",1855,"tr_3"
69594,"QA","59","59","632k","CDI","O","P","ct_9",1431,"tr_2"
69618,"CD","80","80","674a","CDI","O","C","ct_9",1924,"tr_2"
69633,"SZ","38","69","434b","CDI","O","P","ct_8",1429,"tr_1"
69635,"QB","94","93","434e","CDI","O","C","ct_8",1820,"tr_4"
69648,"FZ","13","13","621a","CDI","O","C","ct_9",192,"tr_4"
69652,"QB","34","34","434d","CDI","O","C","ct_8",1882,"tr_2"
69659,"CI","38","38","622e","CDI","O","C","ct_9",1671,"tr_3"
69672,"NZ","68","68","477b","CDI","O","C","ct_9",1939,"tr_2"
69678,"GZ","74","74","551a","CDI","O","C","ct_9",1794,"tr_5"
69679,"CB","66","66","675a","CDI","O","C","ct_9",1991,"tr_4"
69681,"PZ",NA,NA,"525b","CDI","O","P","ct_8",927,"tr_5"
69682,"GZ","76","76","551a","CDI","O","P","ct_9",992,"tr_1"
69686,"QB","21","21","525d","CDI","O","C","ct_8",1744,"tr_3"
69699,"MA","75","75","461b","CDI","O","C","ct_9",1820,"tr_1"
69704,"OZ","57","57","451g","CDI","O","C",NA,288,NA
69705,"CE","38","38","625c","CDI","O","C","ct_9",1763,"tr_6"
69711,"QA","93","93","526a","CDI","O","C","ct_9",2068,"tr_4"
69724,"TZ","56","56","563c","CDI","O","N","ct_7",2017,"tr_1"
69726,"HZ","85","85","676d","CDI","O","C","ct_9",784,"tr_5"
69739,"CH","12","12","632d","CDI","O","C","ct_6",1191,"tr_0"
69761,"PZ","38","38","524b","CDI","O","P","ct_1",1456,"tr_5"
69765,"QB","13","13","563b","CDI","O","P","ct_8",960,"tr_6"
69769,"OZ","49","36","532a","AUT","O","N","ct_1",NA,"tr_6"
69780,"QB","77","77","526a","CDI","O","C","ct_8",1337,"tr_4"
69799,"CC","68","67","632d","CDI","O","C","ct_9",1813,"tr_4"
69811,"CH","76","76","673c","CDI","O","C","ct_9",1712,"tr_3"
69826,"TZ","31","31","563c","AUT","O","C",NA,1063,NA
69833,"QA","64","64","526a","CDI","O","C","ct_3",1824,"tr_5"
69842,"GZ","30","84","652a","CDI","O","C","ct_9",1174,"tr_6"
69843,"QB","79","79","543b","CDI","O","P","ct_8",1437,"tr_3"
69844,"QB","93","93","676e","AUT","X","C","ct_8",1807,"tr_5"
69848,"CL","92","78","388a","CDI","O","C","ct_9",1612,"tr_6"
69861,"CF","59","59","674a","CDI","O","C","ct_9",1487,"tr_4"
69885,"CF","38","38","674a","CDI","O","C","ct_9",2009,"tr_3"
69908,"QB","50","50","526a","CDI","O","P","ct_8",2200,"tr_4"
69923,"FZ","34","34","632c","CDI","O","C","ct_9",1052,"tr_3"
69927,"HZ","53","53","451a","CDI","O","C","ct_9",1820,"tr_2"
69946,"PZ","69","69","373d","CDI","O","C","ct_9",924,"tr_1"
69952,"CM","76","76","622c","CDI","O","P","ct_9",1333,"tr_5"
69976,"CA","59","59","486c","CDI","O","C","ct_9",1747,"tr_6"
69994,"QB","91","91","542a","CDI","O","C","ct_8",1820,"tr_6"
69997,"QB","91","75","525a","CDI","O","C","ct_8",1796,"tr_1"
70020,"OZ","67","67","467d","CDI","O","P","ct_8",1587,"tr_6"
70029,"NZ","91","94","641a","CDI","O","C","ct_9",1731,"tr_5"
70030,"GZ","26","26","486d","CDI","O","C","ct_9",1138,"tr_0"
70034,"PZ","75","75","423b","CDI","O","P","ct_8",1820,"tr_4"
70062,"KZ","78","78","526b","CDI","O","C","ct_9",852,"tr_1"
70074,"CM","41","41","637d","CDI","O","P","ct_9",1012,"tr_2"
70083,"QB","78","78","344b","CDI","O","P","ct_8",208,"tr_1"
70098,"CG","27","27","625c","CDI","O","C","ct_9",1480,"tr_5"
70099,"SZ","35","73","477c","CDI","O","C","ct_9",2080,"tr_2"
