id,Job_desc,ECO_SECT,WORK_CONDITION,type_of_contract,Labor_force_status,job_dep,Working_hours,earnings,employer_type,EMPLOYEE_COUNT
75569,"462d","GZ","C","CDI","O","59",1778,35885,"ct_9","tr_3"
75570,"551a","GZ","C","CDI","O","27",370,7288,"ct_9","tr_3"
75572,"525d","QA","C","CDI","O","76",1794,19670,"ct_9","tr_6"
75574,"676e","CG","C","CDI","O","27",1883,25410,"ct_9","tr_3"
75579,"525c","QB","P","CDI","O","76",479,4446,"ct_8","tr_3"
75583,"461f","CA","C","APP","A","76",1796,14041,"ct_9","tr_5"
75585,"466c","HZ","C","CDI","O","76",1950,34959,"ct_9","tr_2"
75590,"525d","QA","C","CDI","O","76",1779,17801,"ct_8","tr_5"
75599,"475a","CF","C","CDI","O","76",1834,34948,"ct_9","tr_6"
75604,"543b","GZ","C","CDI","O","76",1491,15111,"ct_9","tr_1"
75605,"433b","KZ","C","CDI","O","76",420,22987,"ct_9","tr_1"
75608,"554f","GZ","P","CDI","O","76",1362,12518,"ct_9","tr_1"
75609,"468a","IZ","N","CDD","O","76",854,13840,"ct_9","tr_1"
75616,"423b","PZ","C","CDI","O","69",919,14211,"ct_9","tr_2"
75617,"563b","QB","P","CDI","O","76",566,4778,"ct_9","tr_2"
75623,"556a","GZ","C","CDI","O","76",976,9049,"ct_9","tr_2"
75626,"643a","HZ","C","CDI","O","76",1995,16716,"ct_9","tr_2"
75639,"376d","KZ","C","CDI","O","76",1820,53421,"ct_9","tr_6"
75640,"484a","GZ","P","CDI","O","76",1416,17051,"ct_9","tr_6"
75641,"542a","MA","C","AUT","X","76",875,8545,"ct_9","tr_3"
75642,"461d","GZ","C","CDI","O","44",1820,20303,"ct_9","tr_3"
75661,"341a","PZ","C","AUT","O","76",1820,28853,"ct_1","tr_5"
75665,"628g","CG","C","CDI","O","76",1766,18307,"ct_9","tr_3"
75667,"541c","HZ","P","CDI","O","76",828,13445,"ct_9","tr_0"
75669,"461f","KZ","P","CDI","O","76",1456,18868,"ct_9","tr_5"
75670,"422c","PZ","P","CDI","O","76",1382,16960,"ct_8","tr_4"
75673,"543b","HZ","P","CDI","O","76",268,2053,"ct_9","tr_5"
75674,"674d","CG","C","CDI","O","76",651,8820,"ct_9","tr_3"
75677,"462d","JB","C","CDI","O","76",1771,74699,"ct_9","tr_6"
75679,"423b","SZ","C","CDI","O","27",1826,19487,"ct_8","tr_4"
75680,"344d","GZ","P","CDI","O","76",1014,20536,"ct_9","tr_2"
75683,"526a","QA","C","CDI","O","92",3000,53652,"ct_8","tr_3"
75693,"526a","QA","C","AUT","O","76",1819,26090,"ct_3","tr_6"
75695,"333c","HZ","C","CDI","O","76",1502,29731,"ct_9","tr_3"
75702,"526a","QA","C","CDI","O","76",1442,15252,"ct_9","tr_6"
75707,"622a","NZ","N","TTP","O","76",213,2329,"ct_9","tr_2"
75712,"561d","IZ","C","CDI","O","76",1459,17660,"ct_9","tr_1"
75729,"632f","FZ","C","CDI","O","76",897,8291,"ct_9","tr_1"
75732,"641a","NZ","C","TTP","O","76",1673,19367,"ct_9","tr_1"
75736,"523c","OZ","P","CDI","O","76",707,7181,"ct_2","tr_6"
75740,"543h","FZ","P","CDI","O","76",1404,18270,"ct_6","tr_1"
75742,"628a","CA","C","CDI","O","76",1996,22585,"ct_9","tr_5"
75750,"371a","QB","C","CDI","O","75",1820,60954,"ct_8","tr_5"
75758,"332b","QA","C","CDI","O","76",1820,33960,"ct_3","tr_6"
75764,"475a","CE","P","CDI","O","76",1138,31458,"ct_9","tr_6"
75769,"341a","PZ","C","AUT","O","76",1820,31722,"ct_1","tr_4"
75773,"467a","KZ","P","CDI","O","76",1847,21737,"ct_9","tr_1"
75780,"542a","SZ","C","CDI","O","76",1444,12210,"ct_8","tr_1"
75784,"628d","CG","C","CDI","O","76",794,18577,"ct_9","tr_6"
75787,"433a","MC","C","CDI","O","76",647,12955,"ct_9","tr_1"
75788,"525d","QA","C","CDI","O","76",1827,16540,"ct_9","tr_6"
75791,"451e","OZ","P","TOA","O","76",640,6519,"ct_1","tr_5"
75809,"388a","JA","C","CDI","O","76",994,17276,"ct_9","tr_1"
75819,"542a","QA","P","CDI","O","76",1566,15663,"ct_6","tr_1"
75822,"433d","GZ","P","CDI","O","76",1499,20803,"ct_9","tr_2"
75825,"526a","QA","C","CDI","O","92",3000,58072,"ct_8","tr_3"
75832,"636d","IZ","P","CDI","O","76",743,5768,"ct_6","tr_0"
75842,"431f","QA","C","CDI","O","76",1820,29638,"ct_9","tr_5"
75853,"461b","GZ","C","CDI","O","76",1820,32955,"ct_9","tr_2"
75855,"624c","CK","C","CDI","O","76",1531,21062,"ct_9","tr_6"
75859,"388c","NZ","C","CDI","O","33",1820,43318,"ct_9","tr_5"
75876,"431a","QB","C","CDI","O","75",1561,23661,"ct_9","tr_6"
75881,"652a","HZ","C","CDI","O","76",1805,21027,"ct_9","tr_1"
75890,"673c","CL","C","CDI","O","76",2013,20928,"ct_9","tr_6"
75892,"625c","CD","C","CDD","O","76",1672,27173,"ct_9","tr_6"
75894,"424a","RZ","P","CDI","O","76",1368,39671,"ct_8","tr_1"
75896,"652a","HZ","C","CDI","O","76",1806,19018,"ct_9","tr_3"
75897,"341a","PZ","C","CDI","O","76",1820,29001,"ct_8","tr_4"
75899,"551a","GZ","P","CDD","O","76",1122,11112,"ct_9","tr_4"
75904,"636c","CA","C","CDI","O","76",2154,23496,"ct_6","tr_1"
75905,"474a","CH","C","CDI","O","76",1827,28271,"ct_9","tr_5"
75908,"684a","KZ","C","AUT","O","76",525,4703,NA,NA
75909,"524c","OZ","C","CDI","O","76",959,9196,NA,NA
75925,"551a","GZ","C","CDI","O","76",172,1763,"ct_9","tr_3"
75930,"622e","FZ","C","CDI","O","76",406,6812,"ct_9","tr_3"
75933,"563a","QB","N","CDI","O","76",3000,19300,"ct_7","tr_1"
75947,"526e","QA","C","CDI","O","76",1769,19532,"ct_9","tr_3"
75964,"461d","FZ","C","CDI","O","27",1383,27601,"ct_9","tr_4"
75965,"468b","IZ","C","CDI","O","76",1431,18680,"ct_9","tr_4"
75971,"434d","QB","C","CDI","O","76",1292,13220,"ct_8","tr_4"
75974,"628b","CE","C","CDI","O","76",1735,34741,"ct_9","tr_5"
75977,"477b","CE","C","CDI","O","76",1766,30986,"ct_9","tr_5"
75981,"674c","CA","C","CDI","O","76",385,3449,"ct_9","tr_6"
75990,"676c","CE","C","CDI","O","76",339,7521,"ct_9","tr_4"
75996,"467a","KZ","C","CDI","O","92",1568,23797,"ct_9","tr_5"
76001,"652a","NZ","C","TTP","O","76",549,4141,"ct_9","tr_1"
76007,"481b","CM","C","CDI","O","76",1827,22070,"ct_9","tr_4"
76022,"376d","KZ","C","CDI","O","76",1820,55441,"ct_9","tr_6"
76023,"477b","CE","C","CDI","O","76",1766,33134,"ct_9","tr_5"
76029,"634c","GZ","C","CDI","O","27",1540,15204,"ct_9","tr_1"
76035,"434f","QB","C","CDI","O","76",1771,22563,"ct_8","tr_4"
76039,"632f","FZ","C","CDI","O","76",774,8833,"ct_9","tr_5"
76052,"382a","FZ","C","CDI","O","76",1820,42442,"ct_9","tr_6"
76055,"542a","SZ","C","CDI","O","76",1372,25661,"ct_8","tr_0"
76062,"652b","HZ","C","CDI","O","76",1820,55806,"ct_9","tr_6"
76065,"434d","QB","C","CDI","O","76",1820,23936,"ct_8","tr_5"
76082,"652a","CA","C","CDI","O","76",1827,18279,"ct_9","tr_5"
76090,"551a","GZ","C","CDI","O","76",1937,18218,"ct_9","tr_6"
76091,"431d","HZ","C","CDI","O","76",1778,33523,"ct_5","tr_6"
76103,"563a","QB","N","CDI","O","76",3000,15503,"ct_7","tr_0"
76107,"628g","SZ","C","CDI","O","27",1832,17888,"ct_9","tr_4"
76121,"463e","GZ","N","AUT","O","51",331,5816,"ct_9","tr_1"
76124,"524b","PZ","P","CDI","O","76",1438,15875,"ct_1","tr_4"
76126,"623b","CM","C","CDI","O","76",1544,22165,"ct_9","tr_4"
76131,"636b","GZ","C","CDI","O","76",2070,25414,"ct_9","tr_0"
76133,"563a","QB","N","CDI","O","76",3000,10767,"ct_7","tr_0"
76142,"525d","QA","C","CDI","O","27",1834,16438,"ct_9","tr_4"
76160,"652b","HZ","C","CDI","O","76",1778,30501,"ct_9","tr_6"
76161,"479b","MA","C","CDI","O","76",1948,28683,"ct_9","tr_4"
76162,"641a","HZ","N","CDI","O","76",1820,28019,"ct_9","tr_3"
76171,"434a","QB","C","CDI","O","27",1805,42848,"ct_8","tr_3"
76173,"542a","FZ","C","CDI","O","76",1669,21590,"ct_9","tr_0"
76174,"643a","CA","C","CDD","O","76",757,7258,"ct_9","tr_3"
76181,"526a","QA","P","CDI","O","76",1089,6959,"ct_3","tr_6"
76184,"466b","HZ","C","CDI","O","76",1905,24149,"ct_9","tr_4"
76192,"526e","QA","C","CDI","O","76",1968,19945,"ct_9","tr_2"
76199,"461b","NZ","C","CDD","O","59",212,6101,"ct_9","tr_4"
76201,"673a","CH","P","CDI","O","76",1291,19819,"ct_9","tr_3"
76208,"461f","LZ","C","CDI","O","76",1844,22206,"ct_5","tr_6"
76215,"526d","QB","C","CDI","O","76",1251,7927,"ct_8","tr_3"
76218,"632k","OZ","C","CDI","O","76",2111,25198,"ct_8","tr_6"
76230,"676c","NZ","C","TTP","O","76",1636,19713,"ct_9","tr_1"
76234,"344d","GZ","C","CDI","O","76",1843,33499,"ct_9","tr_3"
76235,"526c","QB","P","CDI","O","76",1325,13901,"ct_8","tr_1"
76241,"652a","CC","C","CDI","O","76",1826,31238,"ct_9","tr_5"
76245,"634d","FZ","C","APP","A","76",1505,9058,"ct_9","tr_2"
76249,"653a","GZ","C","CDI","O","76",161,1563,NA,NA
76252,"676c","NZ","C","TTP","O","76",443,4404,"ct_9","tr_1"
76253,"485a","DZ","C","CDI","O","76",1944,54656,"ct_9","tr_6"
76255,"551a","GZ","C","CDD","O","76",1894,17925,"ct_9","tr_1"
76258,"643a","MC","P","CDI","O","76",1347,8534,"ct_9","tr_3"
76266,"652a","GZ","C","CDI","O","76",1595,14133,"ct_9","tr_3"
76268,"424a","RZ","N","CDI","O","76",580,10620,NA,NA
76271,"462b","GZ","P","CDI","O","76",1573,15867,"ct_9","tr_2"
76274,"563b","TZ","N","CDI","O","76",1149,10913,"ct_7","tr_1"
76277,"674d","CH","C","CDI","O","76",1625,25203,"ct_9","tr_3"
76280,"543f","CM","C","CDI","O","76",2028,28060,"ct_9","tr_1"
76283,"625c","CE","C","CDI","O","76",522,5624,"ct_9","tr_5"
76293,"632a","NZ","C","TTP","O","76",1411,17928,"ct_9","tr_1"
76309,"526d","QB","C","CDI","O","76",1820,17674,"ct_8","tr_2"
76313,"484a","CF","C","APP","A","27",924,7419,"ct_9","tr_6"
76316,"526e","QA","C","CDI","O","76",2080,29983,"ct_9","tr_3"
76317,"622d","MA","C","CDI","O","76",1326,13432,"ct_9","tr_4"
76339,"542b","JC","C","CDI","O","75",1847,20588,"ct_9","tr_5"
76342,"554a","GZ","P","CDI","O","76",473,3493,"ct_9","tr_1"
76345,"543f","GZ","C","CDI","O","76",1597,23244,"ct_9","tr_2"
76346,"384a","KZ","C","CDI","O","91",1584,22425,"ct_9","tr_1"
76347,"451g","OZ","C","CDI","O","76",1830,18826,"ct_2","tr_6"
76350,"462e","FZ","C","CDI","O","92",650,25316,"ct_9","tr_5"
76355,"641a","HZ","C","CDI","O","35",1820,35068,"ct_9","tr_6"
76357,"462c","CK","C","CDI","O","76",1827,53395,"ct_9","tr_6"
76364,"374c","HZ","C","CDI","O","76",1743,39058,"ct_9","tr_5"
76367,"373c","MA","C","CDI","O","76",1687,47350,"ct_9","tr_3"
76372,"433a","NZ","C","CDI","O","76",1566,29047,"ct_9","tr_3"
76376,"543g","LZ","C","CDI","O","76",2028,21028,"ct_8","tr_1"
76379,"384a","CL","C","CDI","O","76",1458,26723,"ct_9","tr_6"
76383,"561d","IZ","P","CDI","O","76",1189,10654,"ct_9","tr_3"
76386,"641b","HZ","C","CDI","O","76",1257,23326,"ct_9","tr_6"
76387,"461b","FZ","C","CDI","O","76",1690,20889,"ct_9","tr_2"
76391,"641b","HZ","P","CDI","O","76",300,4127,"ct_9","tr_5"
76392,"554a","CA","P","CDI","O","76",1730,17181,"ct_9","tr_1"
76393,"551a","GZ","C","CDI","O","76",1474,14012,"ct_9","tr_6"
76400,"563b","QB","P","CDD","O","76",263,2386,"ct_2","tr_5"
76404,"634c","GZ","C","CDI","O","76",1883,27095,"ct_9","tr_2"
76414,"434d","QB","P","CDI","O","76",1638,21408,"ct_8","tr_3"
76417,"526e","QA","C","CDI","O","76",1647,16507,"ct_9","tr_2"
76420,"652a","CC","C","CDI","O","76",472,5766,"ct_9","tr_0"
76429,"556a","GZ","C","CDI","O","77",1781,27594,"ct_9","tr_1"
76431,"534a","NZ","C","CDI","O","93",2658,22542,"ct_9","tr_5"
76451,"525c","OZ","C","CDI","O","75",3000,56021,"ct_1","tr_6"
76454,"628e","EZ","C","CDI","O","77",1132,13702,"ct_9","tr_2"
76457,"466c","HZ","C","CDI","O","93",1912,39944,"ct_9","tr_6"
76460,"542a","FZ","C","CDI","O","77",1859,24971,"ct_9","tr_1"
76466,"543b","QA","C","CDI","O","77",1806,22701,"ct_8","tr_3"
76470,"654b","HZ","C","CDI","O","75",1840,26131,"ct_5","tr_6"
76477,"451a","HZ","C","CDI","O","77",1825,25325,"ct_9","tr_3"
76488,"526d","QB","C","CDI","O","77",1269,15592,"ct_8","tr_4"
76504,"563a","OZ","C","CDI","O","77",243,2178,NA,NA
76505,"542a","CC","C","CDI","O","77",1574,20442,"ct_9","tr_3"
76509,"654b","HZ","C","CDI","O","75",2111,25058,"ct_5","tr_6"
76513,"534a","NZ","C","CDI","O","93",1737,19235,"ct_9","tr_6"
76517,"389a","HZ","C","CDI","O","91",1820,43684,"ct_9","tr_5"
76529,"373b","CL","C","CDI","O","91",1566,33509,"ct_9","tr_6"
76531,"481b","FZ","C","CDI","O","78",1764,36047,"ct_9","tr_6"
76544,"652a","CE","C","CDI","O","77",1693,22153,"ct_9","tr_4"
76546,"388a","KZ","C","CDI","O","94",1820,45861,"ct_9","tr_6"
76554,"675c","CC","C","CDI","O","93",1278,11869,"ct_9","tr_3"
76556,"376f","OZ","P","CDI","O","75",1463,33892,"ct_4","tr_6"
76557,"462b","GZ","C","CDI","O","94",1596,19001,"ct_9","tr_1"
76565,"553c","GZ","P","CDI","O","77",936,9083,"ct_9","tr_6"
76566,"389b","HZ","C","CDI","O","93",699,53995,"ct_9","tr_6"
76568,"473c","GZ","P","CDD","O","77",225,2076,"ct_9","tr_2"
76571,"376d","KZ","C","CDI","O","77",1890,40354,"ct_9","tr_3"
76578,"676c","HZ","C","CDI","O","77",1207,15476,"ct_9","tr_5"
76579,"561d","IZ","P","CDI","O","77",914,8244,"ct_9","tr_1"
76582,"424a","RZ","P","CDI","O","93",272,9856,"ct_8","tr_1"
76583,"382a","HZ","P","CDI","O","93",1664,38688,"ct_9","tr_6"
76598,"372a","MA","C","CDI","O","92",1790,34174,"ct_9","tr_6"
76607,"461d","NZ","C","CDI","O","77",1386,21467,"ct_9","tr_2"
76609,"486d","HZ","C","CDI","O","77",1792,29388,"ct_9","tr_3"
76610,"554e","GZ","C","CDI","O","77",1295,13481,"ct_9","tr_1"
76612,"388e","JB","C","CDI","O","75",1802,59827,"ct_9","tr_6"
76614,"372b","EZ","C","CDI","O","93",1537,37695,"ct_9","tr_5"
76616,"681a","FZ","C","CDI","O","77",644,7218,"ct_9","tr_0"
76619,"684a","NZ","P","CDI","O","91",764,5056,"ct_9","tr_6"
76620,"372a","JC","C","CDI","O","77",1365,52940,"ct_9","tr_3"
76621,"461f","RZ","C","CDI","O","77",1608,22689,"ct_9","tr_6"
76627,"383a","CK","C","CDI","O","77",1595,49448,"ct_9","tr_3"
76653,"531b","OZ","C","AUT","O","77",1873,27488,"ct_2","tr_3"
76655,"478a","HZ","C","CDI","O","77",1988,39132,"ct_9","tr_4"
76661,"373d","CL","C","CDI","O","77",1973,48437,"ct_9","tr_3"
76674,"554e","GZ","P","CDD","O","77",650,7673,"ct_9","tr_1"
76678,"466c","HZ","C","CDI","O","75",1820,32543,"ct_9","tr_6"
76685,"534a","NZ","C","CDI","O","77",1837,16704,"ct_9","tr_6"
76688,"526e","QA","C","CDI","O","77",1898,21006,"ct_9","tr_2"
76693,"542a","CM","C","CDI","O","77",1562,18299,"ct_9","tr_1"
76694,"561d","IZ","C","CDI","O","94",1639,15866,"ct_9","tr_1"
76695,"621f","EZ","C","CDI","O","91",2028,30385,"ct_2","tr_5"
76696,"526d","QB","C","CDI","O","77",881,8926,"ct_8","tr_4"
76700,"643a","GZ","C","CDI","O","77",1854,17030,"ct_9","tr_4"
76704,"477a","RZ","P","CDI","O","75",1032,14932,"ct_5","tr_6"
76709,"431f","QA","C","CDI","O","92",2015,39012,"ct_9","tr_4"
76711,"653a","GZ","C","CDI","O","77",1744,24236,"ct_9","tr_4"
76713,"551a","GZ","C","CDI","O","77",1795,20319,"ct_9","tr_0"
76718,"526d","QB","C","AUT","X","77",1814,18261,"ct_8","tr_5"
76720,"561c","IZ","P","CDI","O","75",258,1759,NA,NA
76721,"384b","CM","C","CDI","O","77",1372,35204,"ct_9","tr_6"
76729,"478a","RZ","C","CDI","O","77",1460,22576,"ct_9","tr_6"
76741,"551a","GZ","C","CDI","O","77",1751,16049,"ct_9","tr_4"
76746,"674a","CE","C","CDI","O","77",1826,20000,"ct_9","tr_3"
76749,"451e","OZ","C","CDI","O","93",1820,34122,"ct_1","tr_6"
76751,"563a","QB","N","CDI","O","77",3000,13262,"ct_7","tr_0"
76755,"561d","IZ","P","CDI","O","77",365,5750,"ct_9","tr_3"
76756,"422c","PZ","C","CDI","O","75",1396,21204,"ct_8","tr_3"
76763,"375b","NZ","C","CDI","O","94",1758,27281,"ct_9","tr_6"
76764,"434d","QB","C","CDI","O","75",881,7407,"ct_8","tr_3"
76775,"543g","SZ","C","CDI","O","94",1820,38525,"ct_8","tr_6"
76783,"641b","HZ","C","CDI","O","77",1584,10418,"ct_9","tr_5"
76785,"432d","QB","P","CDI","O","77",1740,23621,"ct_8","tr_4"
76789,"554a","GZ","C","CDI","O","77",477,7320,"ct_9","tr_4"
76796,"389a","HZ","C","CDI","O","92",1778,40861,"ct_9","tr_4"
76801,"374c","RZ","C","CDI","O","77",1308,18189,"ct_9","tr_6"
76806,"653a","NZ","C","TTP","O","75",303,2297,"ct_9","tr_5"
76808,"463e","GZ","C","CDI","O","77",2014,27980,"ct_9","tr_4"
76816,"389a","HZ","C","CDI","O","95",807,26315,"ct_9","tr_6"
76817,"534a","NZ","C","CDI","O","75",474,10200,"ct_9","tr_6"
76818,"561d","IZ","C","CDI","O","77",1079,11668,"ct_9","tr_1"
76827,"551a","GZ","C","CDI","O","77",1275,10496,"ct_9","tr_2"
76829,"534a","NZ","C","CDI","O","93",1829,18554,"ct_9","tr_6"
76831,"543g","GZ","C","AUT","X","77",1149,11053,"ct_9","tr_6"
76842,"676c","NZ","C","TTP","O","77",1022,9632,"ct_9","tr_1"
76852,"311c","QA","C","AUT","X","77",898,7545,"ct_9","tr_1"
76853,"534a","NZ","C","CDI","O","95",884,6335,"ct_9","tr_6"
76854,"425a","MA","C","CDI","O","78",1834,17046,"ct_9","tr_6"
76858,"373b","CM","C","CDI","O","77",1741,46049,"ct_9","tr_6"
76861,"523d","QA","P","CDI","O","77",145,3869,NA,NA
76864,"526a","QB","C","CDD","O","77",1819,18461,"ct_3","tr_5"
76866,"624d","CK","C","CDI","O","77",2200,34870,"ct_9","tr_4"
76871,"543b","FZ","P","CDI","O","77",241,2103,"ct_9","tr_1"
76876,"465b","RZ","C","CDI","O","77",838,14654,"ct_9","tr_6"
76882,"634c","GZ","C","CDI","O","77",1813,27621,"ct_9","tr_3"
76884,"525d","QB","C","CDI","O","77",1577,18646,"ct_9","tr_5"
76887,"434d","QB","C","CDI","O","77",1892,23779,"ct_8","tr_3"
76890,"461d","LZ","C","CDI","O","92",1820,41592,"ct_9","tr_5"
76891,"422e","PZ","P","CDI","O","77",807,6909,"ct_8","tr_3"
76904,"388b","MA","C","CDI","O","78",1722,42484,"ct_9","tr_6"
76906,"526a","QB","C","CDI","O","77",915,11457,"ct_9","tr_3"
76908,"434b","QB","C","CDI","O","94",1443,13881,"ct_9","tr_2"
76909,"533a","OZ","C","AUT","O","91",1820,31438,"ct_2","tr_6"
76914,"344b","QB","P","CDI","O","77",918,37478,"ct_8","tr_4"
76916,"433a","MB","C","CDI","O","75",1801,16510,"ct_8","tr_6"
76926,"526c","QB","C","CDI","O","77",1528,15383,"ct_9","tr_2"
76932,"467a","KZ","C","CDI","O","77",1729,30747,"ct_9","tr_1"
76933,"462e","GZ","C","CDI","O","77",1651,27880,"ct_9","tr_1"
76934,"487b","HZ","C","CDI","O","77",1827,29417,"ct_9","tr_5"
76938,"372b","JA","C","CDI","O","92",1820,46173,"ct_9","tr_6"
76939,"524b","PZ","C","CDI","O","75",152,1018,NA,NA
76944,"372b","GZ","C","CDI","O","77",2087,38574,"ct_9","tr_6"
76946,"421b","QB","C","CDI","O","77",1820,27806,"ct_8","tr_3"
76952,"552a","GZ","P","CDI","O","92",349,3486,NA,NA
76965,"373c","CH","C","CDI","O","77",1913,42313,"ct_9","tr_2"
76967,"373b","MA","C","CDI","O","75",1820,79717,"ct_9","tr_6"
76968,"434f","QA","P","CDI","O","77",1463,22073,"ct_8","tr_6"
76970,"462a","GZ","C","CDI","O","75",1497,31087,"ct_9","tr_5"
76974,"534a","NZ","C","CDI","O","75",1659,16438,"ct_9","tr_6"
76977,"478a","JC","C","CDI","O","75",1821,25152,"ct_9","tr_1"
76980,"431f","QA","C","CDI","O","77",1819,29800,"ct_3","tr_6"
76990,"479b","RZ","C","CDI","O","77",1355,17598,"ct_9","tr_6"
76992,"641a","HZ","C","CDI","O","95",2183,29097,"ct_9","tr_4"
77002,"388a","NZ","C","CDI","O","75",1820,50934,"ct_9","tr_6"
77006,"543h","NZ","C","TOA","O","75",932,13175,"ct_9","tr_1"
77008,"564b","NZ","C","APP","A","77",955,6880,"ct_9","tr_2"
77010,"676a","HZ","C","CDI","O","77",1820,17584,"ct_9","tr_6"
77023,"388b","GZ","C","CDI","O","77",1820,42434,"ct_9","tr_6"
77030,"563a","QB","N","CDI","O","77",1559,8877,"ct_7","tr_1"
77037,"552a","GZ","P","CDI","O","77",773,6947,"ct_9","tr_1"
77039,"373d","FZ","C","CDI","O","75",1866,46512,"ct_5","tr_5"
77044,"373c","JC","C","CDI","O","75",1631,48972,"ct_9","tr_1"
77045,"552a","GZ","P","CDI","O","77",634,15200,"ct_9","tr_5"
77053,"546a","HZ","C","CDI","O","75",1778,18674,"ct_9","tr_5"
77059,"525d","QA","C","CDI","O","77",1820,21077,"ct_8","tr_6"
77061,"534a","NZ","C","CDI","O","95",1820,19642,"ct_9","tr_6"
77062,"487a","RZ","C","CDI","O","77",1315,18443,"ct_9","tr_6"
77064,"487b","NZ","C","CDI","O","92",1386,25459,"ct_9","tr_5"
77066,"684a","EZ","C","CDI","O","94",1834,23372,"ct_9","tr_6"
77070,"462e","GZ","C","CDI","O","77",1812,22564,"ct_9","tr_2"
77071,"477b","NZ","C","TTP","O","75",1641,24040,"ct_9","tr_1"
77075,"543f","GZ","C","CDI","O","77",1642,19929,"ct_9","tr_3"
77077,"562a","SZ","C","CDI","O","93",1172,8319,"ct_9","tr_1"
77083,"561d","IZ","P","CDI","O","77",332,2458,"ct_9","tr_3"
77093,"641b","HZ","C","CDI","O","94",1776,20054,"ct_5","tr_6"
77098,"632g","FZ","C","CDI","O","77",1820,19588,"ct_9","tr_1"
77111,"627f","JA","C","CDI","O","93",1844,42922,"ct_9","tr_3"
77119,"526d","QB","C","CDI","O","77",1828,24968,"ct_8","tr_4"
77125,"632f","FZ","C","CDI","O","77",994,11332,"ct_9","tr_1"
77131,"534a","NZ","C","CDI","O","95",1833,16820,"ct_9","tr_0"
77134,"673c","HZ","C","CDI","O","94",1625,12037,"ct_9","tr_2"
77139,"435b","QB","C","CDI","O","77",1473,10888,"ct_9","tr_1"
77143,"676a","NZ","C","CDI","O","94",1520,6002,"ct_9","tr_1"
77144,"461b","KZ","C","CDI","O","94",1820,29210,"ct_9","tr_2"
77145,"543e","CI","C","CDI","O","91",1976,35082,"ct_9","tr_5"
77148,"431f","QA","C","CDI","O","75",2000,34789,"ct_8","tr_6"
77149,"563c","TZ","C","TOA","O","77",131,1633,NA,NA
77150,"554h","GZ","P","CDI","O","77",1386,8885,"ct_6","tr_1"
77152,"451g","OZ","C","CDI","O","77",1820,25274,"ct_4","tr_5"
77167,"374d","JA","C","CDI","O","94",1950,60052,"ct_9","tr_2"
77168,"376f","OZ","C","CDI","O","75",1849,32405,"ct_4","tr_6"
77183,"384a","CL","C","CDI","O","91",1805,48787,"ct_9","tr_6"
77192,"333c","HZ","C","CDI","O","77",1826,26809,"ct_9","tr_3"
77195,"526a","QA","C","CDI","O","77",185,2388,NA,NA
77196,"637b","FZ","C","CDI","O","92",460,12436,"ct_9","tr_4"
77204,"344a","QA","N","CDI","O","94",1914,51845,"ct_8","tr_6"
77205,"472c","FZ","C","CDD","A","92",1820,13284,"ct_9","tr_6"
77206,"373d","SZ","C","CDI","O","75",1771,32743,"ct_8","tr_2"
77214,"525c","OZ","C","CDI","O","75",NA,51334,"ct_1","tr_6"
77217,"554a","GZ","P","CDI","O","94",889,6502,"ct_9","tr_1"
77220,"562b","SZ","P","CDI","O","77",607,3735,"ct_9","tr_1"
77223,"676e","NZ","C","TTP","O","77",915,8959,"ct_9","tr_1"
77228,"382b","MA","C","CDI","O","75",1820,39593,"ct_9","tr_6"
77232,"524b","PZ","P","CDD","O","77",1294,12872,"ct_1","tr_5"
77238,"676c","CA","C","CDI","O","77",1744,22197,"ct_9","tr_3"
77239,"477b","CM","C","CDI","O","77",548,21571,"ct_9","tr_2"
77241,"534a","NZ","C","CDI","O","75",759,7196,"ct_9","tr_2"
77244,"554a","GZ","C","CDI","O","77",1335,15952,"ct_9","tr_6"
77247,"643a","HZ","C","CDI","O","77",1820,20383,"ct_9","tr_5"
77250,"628a","CG","C","CDI","O","77",1722,24289,"ct_9","tr_3"
77255,"674c","CA","C","CDI","O","77",2200,24565,"ct_9","tr_1"
77256,"561c","IZ","P","CDI","O","77",1120,8998,"ct_9","tr_2"
77257,"374b","JC","C","CDI","O","75",2018,45209,"ct_9","tr_6"
77258,"422e","PZ","C","CDI","O","77",141,1423,NA,NA
77271,"552a","GZ","C","CDI","O","77",1765,14319,"ct_9","tr_1"
77272,"543h","JA","C","CDD","A","75",1799,19006,"ct_9","tr_3"
77273,"423a","PZ","C","CDI","O","77",1309,13714,"ct_9","tr_1"
77277,"467b","KZ","C","CDI","O","91",2044,27748,"ct_9","tr_5"
77284,"388b","CI","C","CDI","O","77",1668,53038,"ct_9","tr_6"
77291,"641a","HZ","C","AUT","X","94",892,11843,"ct_9","tr_5"
77292,"461d","NZ","N","TTP","O","75",1279,31505,"ct_9","tr_1"
77295,"421b","OZ","C","AUT","O","77",1820,28931,"ct_1","tr_6"
77300,"422e","PZ","C","CDD","O","77",1820,17414,"ct_1","tr_3"
77301,"374d","GZ","C","CDI","O","69",1997,56213,"ct_9","tr_2"
77304,"388b","MA","C","CDI","O","92",1898,34771,"ct_9","tr_6"
77307,"631a","NZ","C","AUT","X","77",1630,11854,"ct_9","tr_4"
77311,"434d","QB","C","CDI","O","77",1950,27350,"ct_8","tr_4"
77312,"465b","RZ","C","CDI","O","91",1391,18403,"ct_9","tr_2"
